1.210000000000000000e+02,2.160000000000000000e+02,1.180000000000000000e+02,3.720000000000000000e+03,1.150000000000000000e+02,4.260000000000000000e+03,2.930000000000000000e+02,3.200000000000000000e+03
0.000000000000000000e+00,8.040000000000000000e+02,1.220000000000000000e+02,7.316000000000000000e+03,1.190000000000000000e+02,7.848000000000000000e+03,2.650000000000000000e+02,6.796000000000000000e+03
2.400000000000000000e+01,1.000000000000000000e+04,2.800000000000000000e+01,1.989200000000000000e+04,2.700000000000000000e+01,2.091200000000000000e+04,2.500000000000000000e+02,8.392000000000000000e+03
2.400000000000000000e+01,1.054800000000000000e+04,3.100000000000000000e+01,2.405600000000000000e+04,3.200000000000000000e+01,2.508000000000000000e+04,2.530000000000000000e+02,8.936000000000000000e+03
2.500000000000000000e+01,1.108400000000000000e+04,2.300000000000000000e+01,3.298000000000000000e+04,3.400000000000000000e+01,3.351600000000000000e+04,2.580000000000000000e+02,9.464000000000000000e+03
2.500000000000000000e+01,1.162000000000000000e+04,1.250000000000000000e+02,4.956000000000000000e+04,1.140000000000000000e+02,5.066400000000000000e+04,2.000000000000000000e+02,1.674800000000000000e+04
2.500000000000000000e+01,1.215600000000000000e+04,1.240000000000000000e+02,5.398000000000000000e+04,1.270000000000000000e+02,5.508400000000000000e+04,1.770000000000000000e+02,2.193200000000000000e+04
2.600000000000000000e+01,1.270000000000000000e+04,1.170000000000000000e+02,5.840000000000000000e+04,1.260000000000000000e+02,5.950400000000000000e+04,1.550000000000000000e+02,2.610000000000000000e+04
2.600000000000000000e+01,1.368800000000000000e+04,1.150000000000000000e+02,6.281600000000000000e+04,1.250000000000000000e+02,6.392400000000000000e+04,1.540000000000000000e+02,2.720400000000000000e+04
2.600000000000000000e+01,1.470800000000000000e+04,1.210000000000000000e+02,6.724000000000000000e+04,1.260000000000000000e+02,6.834400000000000000e+04,1.740000000000000000e+02,3.238800000000000000e+04
2.600000000000000000e+01,1.572800000000000000e+04,1.250000000000000000e+02,7.165600000000000000e+04,1.090000000000000000e+02,7.276400000000000000e+04,2.020000000000000000e+02,3.405200000000000000e+04
2.900000000000000000e+01,1.785200000000000000e+04,1.160000000000000000e+02,7.608000000000000000e+04,1.090000000000000000e+02,7.718400000000000000e+04,1.950000000000000000e+02,3.476800000000000000e+04
3.200000000000000000e+01,1.887200000000000000e+04,1.110000000000000000e+02,8.049600000000000000e+04,1.180000000000000000e+02,8.160400000000000000e+04,1.980000000000000000e+02,3.587200000000000000e+04
3.100000000000000000e+01,2.303600000000000000e+04,1.180000000000000000e+02,8.492000000000000000e+04,1.170000000000000000e+02,8.602800000000000000e+04,2.410000000000000000e+02,4.624400000000000000e+04
2.900000000000000000e+01,2.856400000000000000e+04,1.140000000000000000e+02,8.933600000000000000e+04,1.120000000000000000e+02,9.044400000000000000e+04,2.580000000000000000e+02,5.176800000000000000e+04
0.000000000000000000e+00,2.958400000000000000e+04,1.230000000000000000e+02,9.375600000000000000e+04,1.230000000000000000e+02,9.486400000000000000e+04,2.720000000000000000e+02,5.618800000000000000e+04
4.000000000000000000e+00,3.697600000000000000e+04,1.260000000000000000e+02,9.818000000000000000e+04,1.100000000000000000e+02,9.928400000000000000e+04,2.990000000000000000e+02,6.060800000000000000e+04
1.200000000000000000e+01,3.791200000000000000e+04,1.250000000000000000e+02,1.077280000000000000e+05,1.080000000000000000e+02,1.083600000000000000e+05,2.850000000000000000e+02,6.502800000000000000e+04
3.000000000000000000e+01,3.893200000000000000e+04,1.180000000000000000e+02,1.260560000000000000e+05,1.150000000000000000e+02,1.272480000000000000e+05,3.070000000000000000e+02,6.944800000000000000e+04
4.700000000000000000e+01,3.995600000000000000e+04,1.080000000000000000e+02,1.308160000000000000e+05,1.180000000000000000e+02,1.320080000000000000e+05,3.050000000000000000e+02,7.386800000000000000e+04
6.400000000000000000e+01,4.098000000000000000e+04,1.170000000000000000e+02,1.355760000000000000e+05,1.140000000000000000e+02,1.367680000000000000e+05,3.250000000000000000e+02,7.828800000000000000e+04
7.900000000000000000e+01,4.200000000000000000e+04,1.180000000000000000e+02,1.403400000000000000e+05,1.110000000000000000e+02,1.415280000000000000e+05,3.400000000000000000e+02,8.270800000000000000e+04
9.400000000000000000e+01,4.302000000000000000e+04,1.120000000000000000e+02,1.450960000000000000e+05,1.160000000000000000e+02,1.462880000000000000e+05,3.240000000000000000e+02,8.712800000000000000e+04
1.080000000000000000e+02,4.404000000000000000e+04,1.040000000000000000e+02,1.498560000000000000e+05,1.170000000000000000e+02,1.510480000000000000e+05,3.210000000000000000e+02,9.154800000000000000e+04
1.220000000000000000e+02,4.513600000000000000e+04,1.110000000000000000e+02,1.546200000000000000e+05,1.160000000000000000e+02,1.558080000000000000e+05,3.320000000000000000e+02,9.596800000000000000e+04
1.260000000000000000e+02,4.734800000000000000e+04,1.170000000000000000e+02,1.593760000000000000e+05,1.150000000000000000e+02,1.605680000000000000e+05,3.470000000000000000e+02,1.003880000000000000e+05
1.270000000000000000e+02,4.845200000000000000e+04,1.110000000000000000e+02,1.641360000000000000e+05,1.040000000000000000e+02,1.653280000000000000e+05,3.390000000000000000e+02,1.015800000000000000e+05
1.260000000000000000e+02,5.287200000000000000e+04,1.140000000000000000e+02,1.689000000000000000e+05,1.170000000000000000e+02,1.700880000000000000e+05,3.480000000000000000e+02,1.071080000000000000e+05
1.250000000000000000e+02,5.729200000000000000e+04,1.170000000000000000e+02,1.736600000000000000e+05,1.170000000000000000e+02,1.748480000000000000e+05,3.300000000000000000e+02,1.090000000000000000e+05
1.250000000000000000e+02,6.171200000000000000e+04,1.010000000000000000e+02,1.784160000000000000e+05,1.120000000000000000e+02,1.796080000000000000e+05,3.260000000000000000e+02,1.099920000000000000e+05
1.260000000000000000e+02,6.613200000000000000e+04,9.900000000000000000e+01,1.831760000000000000e+05,1.020000000000000000e+02,1.842840000000000000e+05,3.290000000000000000e+02,1.111840000000000000e+05
1.190000000000000000e+02,7.055200000000000000e+04,1.070000000000000000e+02,1.878520000000000000e+05,1.040000000000000000e+02,1.890440000000000000e+05,3.330000000000000000e+02,1.224880000000000000e+05
1.240000000000000000e+02,7.497200000000000000e+04,1.150000000000000000e+02,1.926120000000000000e+05,1.090000000000000000e+02,1.938040000000000000e+05,3.420000000000000000e+02,1.284360000000000000e+05
1.260000000000000000e+02,7.939200000000000000e+04,1.000000000000000000e+02,1.973720000000000000e+05,1.100000000000000000e+02,1.985640000000000000e+05,3.280000000000000000e+02,1.331960000000000000e+05
1.260000000000000000e+02,8.381200000000000000e+04,1.090000000000000000e+02,2.021320000000000000e+05,1.000000000000000000e+02,2.033240000000000000e+05,3.290000000000000000e+02,1.379600000000000000e+05
1.120000000000000000e+02,8.823200000000000000e+04,1.160000000000000000e+02,2.068920000000000000e+05,1.160000000000000000e+02,2.080840000000000000e+05,3.270000000000000000e+02,1.427160000000000000e+05
1.070000000000000000e+02,9.265200000000000000e+04,1.140000000000000000e+02,2.116520000000000000e+05,1.150000000000000000e+02,2.128440000000000000e+05,3.260000000000000000e+02,1.474800000000000000e+05
1.260000000000000000e+02,9.707200000000000000e+04,1.160000000000000000e+02,2.164120000000000000e+05,1.030000000000000000e+02,2.176040000000000000e+05,3.260000000000000000e+02,1.522400000000000000e+05
1.180000000000000000e+02,1.030240000000000000e+05,1.040000000000000000e+02,2.211720000000000000e+05,1.180000000000000000e+02,2.223640000000000000e+05,3.400000000000000000e+02,1.570000000000000000e+05
0.000000000000000000e+00,1.042120000000000000e+05,1.170000000000000000e+02,2.259320000000000000e+05,1.150000000000000000e+02,2.271240000000000000e+05,3.420000000000000000e+02,1.617600000000000000e+05
1.200000000000000000e+01,1.123720000000000000e+05,1.170000000000000000e+02,2.306920000000000000e+05,1.070000000000000000e+02,2.318840000000000000e+05,3.250000000000000000e+02,1.665160000000000000e+05
2.000000000000000000e+01,1.134760000000000000e+05,1.140000000000000000e+02,2.403280000000000000e+05,1.120000000000000000e+02,2.409760000000000000e+05,3.390000000000000000e+02,1.712760000000000000e+05
3.600000000000000000e+01,1.145840000000000000e+05,1.150000000000000000e+02,2.442480000000000000e+05,1.150000000000000000e+02,2.448920000000000000e+05,3.380000000000000000e+02,1.760360000000000000e+05
5.100000000000000000e+01,1.156880000000000000e+05,1.160000000000000000e+02,2.481680000000000000e+05,1.140000000000000000e+02,2.488080000000000000e+05,3.410000000000000000e+02,1.808000000000000000e+05
6.500000000000000000e+01,1.167920000000000000e+05,1.150000000000000000e+02,2.520920000000000000e+05,1.160000000000000000e+02,2.527320000000000000e+05,3.250000000000000000e+02,1.854720000000000000e+05
7.900000000000000000e+01,1.178960000000000000e+05,1.160000000000000000e+02,2.560280000000000000e+05,1.130000000000000000e+02,2.566480000000000000e+05,3.400000000000000000e+02,1.902320000000000000e+05
9.100000000000000000e+01,1.190040000000000000e+05,1.080000000000000000e+02,2.599200000000000000e+05,1.120000000000000000e+02,2.605600000000000000e+05,3.190000000000000000e+02,1.949920000000000000e+05
1.010000000000000000e+02,1.201080000000000000e+05,1.040000000000000000e+02,2.638480000000000000e+05,1.140000000000000000e+02,2.644720000000000000e+05,3.220000000000000000e+02,1.997520000000000000e+05
1.120000000000000000e+02,1.212960000000000000e+05,1.100000000000000000e+02,2.677600000000000000e+05,1.140000000000000000e+02,2.683880000000000000e+05,3.270000000000000000e+02,2.045120000000000000e+05
1.130000000000000000e+02,1.236760000000000000e+05,1.140000000000000000e+02,2.716720000000000000e+05,1.040000000000000000e+02,2.722960000000000000e+05,3.170000000000000000e+02,2.092720000000000000e+05
1.020000000000000000e+02,1.248680000000000000e+05,1.140000000000000000e+02,2.755880000000000000e+05,1.140000000000000000e+02,2.762240000000000000e+05,3.200000000000000000e+02,2.140360000000000000e+05
1.120000000000000000e+02,1.296280000000000000e+05,1.150000000000000000e+02,2.794960000000000000e+05,1.090000000000000000e+02,2.801360000000000000e+05,3.260000000000000000e+02,2.187920000000000000e+05
1.140000000000000000e+02,1.343880000000000000e+05,9.800000000000000000e+01,2.833920000000000000e+05,1.130000000000000000e+02,2.839880000000000000e+05,3.250000000000000000e+02,2.235520000000000000e+05
1.050000000000000000e+02,1.391480000000000000e+05,1.100000000000000000e+02,2.872320000000000000e+05,1.140000000000000000e+02,2.878680000000000000e+05,3.250000000000000000e+02,2.283120000000000000e+05
1.040000000000000000e+02,1.439080000000000000e+05,1.140000000000000000e+02,2.911280000000000000e+05,1.090000000000000000e+02,2.917600000000000000e+05,3.390000000000000000e+02,2.330720000000000000e+05
1.140000000000000000e+02,1.486680000000000000e+05,1.130000000000000000e+02,2.949680000000000000e+05,1.120000000000000000e+02,2.956080000000000000e+05,3.220000000000000000e+02,2.342640000000000000e+05
1.160000000000000000e+02,1.534280000000000000e+05,1.090000000000000000e+02,2.987960000000000000e+05,1.150000000000000000e+02,2.994400000000000000e+05,2.900000000000000000e+02,2.397080000000000000e+05
1.140000000000000000e+02,1.581880000000000000e+05,1.130000000000000000e+02,3.026440000000000000e+05,1.080000000000000000e+02,3.032840000000000000e+05,2.650000000000000000e+02,2.436120000000000000e+05
1.170000000000000000e+02,1.629480000000000000e+05,1.140000000000000000e+02,3.064760000000000000e+05,1.140000000000000000e+02,3.071200000000000000e+05,2.410000000000000000e+02,2.475320000000000000e+05
1.080000000000000000e+02,1.677080000000000000e+05,3.200000000000000000e+01,3.206200000000000000e+05,3.200000000000000000e+01,3.217240000000000000e+05,2.180000000000000000e+02,2.514560000000000000e+05
1.040000000000000000e+02,1.724680000000000000e+05,3.100000000000000000e+01,3.250400000000000000e+05,3.100000000000000000e+01,3.261440000000000000e+05,1.970000000000000000e+02,2.553840000000000000e+05
1.170000000000000000e+02,1.772280000000000000e+05,3.100000000000000000e+01,3.294600000000000000e+05,3.200000000000000000e+01,3.305640000000000000e+05,1.820000000000000000e+02,2.592880000000000000e+05
