-4.950E+01,1.255E-02,3.041E-01,1.315E-01,1.190E-01
-4.945E+01,9.940E-03,3.311E-01,1.245E-01,1.371E-01
-4.940E+01,5.750E-03,3.359E-01,1.165E-01,1.360E-01
-4.935E+01,7.740E-03,3.388E-01,1.302E-01,1.191E-01
-4.930E+01,7.430E-03,3.376E-01,1.244E-01,1.175E-01
-4.925E+01,9.210E-03,3.479E-01,1.211E-01,1.189E-01
-4.920E+01,1.559E-02,3.466E-01,1.262E-01,1.231E-01
-4.915E+01,7.320E-03,3.498E-01,1.177E-01,1.182E-01
-4.910E+01,6.070E-03,3.482E-01,1.098E-01,1.179E-01
-4.905E+01,2.844E-01,3.482E-01,2.726E-01,2.648E-01
-4.900E+01,1.255E-02,3.525E-01,2.674E-01,2.640E-01
-4.895E+01,1.444E-02,3.307E-01,2.703E-01,2.688E-01
-4.890E+01,1.632E-02,9.833E-02,2.687E-01,2.551E-01
-4.885E+01,6.590E-03,5.890E-02,4.895E-02,3.483E-02
-4.880E+01,1.203E-02,8.829E-02,5.199E-02,3.954E-02
-4.875E+01,8.680E-03,8.724E-02,4.895E-02,4.990E-02
-4.870E+01,1.077E-02,1.001E-01,4.822E-02,4.958E-02
-4.865E+01,9.210E-03,1.043E-01,5.199E-02,5.649E-02
-4.860E+01,6.070E-03,1.256E-01,8.954E-02,8.305E-02
-4.855E+01,6.380E-03,2.653E-01,9.289E-02,7.897E-02
-4.850E+01,2.930E-03,2.936E-01,9.801E-02,8.421E-02
-4.845E+01,2.040E-02,2.143E-01,2.502E-01,2.383E-01
-4.840E+01,1.276E-02,9.164E-02,2.400E-01,2.299E-01
-4.835E+01,1.925E-02,7.929E-02,2.273E-01,2.234E-01
-4.830E+01,5.650E-03,1.740E-01,8.975E-02,8.128E-02
-4.825E+01,-8.400E-04,2.062E-01,8.473E-02,7.950E-02
-4.820E+01,9.707E-02,2.157E-01,8.337E-02,9.958E-02
-4.815E+01,1.255E-02,1.816E-01,1.881E-01,1.929E-01
-4.810E+01,1.255E-02,1.735E-01,1.766E-01,1.888E-01
-4.805E+01,1.736E-02,2.047E-01,1.687E-01,1.625E-01
-4.800E+01,1.611E-02,2.625E-01,1.628E-01,1.529E-01
-4.795E+01,1.831E-02,2.513E-01,1.622E-01,1.507E-01
-4.790E+01,1.590E-02,2.755E-01,2.464E-01,2.400E-01
-4.785E+01,1.328E-02,3.111E-01,2.518E-01,2.309E-01
-4.780E+01,1.600E-02,2.689E-01,2.637E-01,2.605E-01
-4.775E+01,1.444E-02,1.400E-01,2.573E-01,2.564E-01
-4.770E+01,1.946E-02,1.249E-01,2.555E-01,2.605E-01
-4.765E+01,1.663E-02,1.177E-01,2.576E-01,2.379E-01
-4.760E+01,1.287E-02,1.119E-01,2.599E-01,2.530E-01
-4.755E+01,2.406E-02,1.103E-01,2.541E-01,2.445E-01
-4.750E+01,5.650E-03,2.604E-01,1.262E-01,1.161E-01
-4.745E+01,3.970E-03,3.353E-01,1.197E-01,1.111E-01
-4.740E+01,2.620E-03,3.230E-01,1.199E-01,1.098E-01
-4.735E+01,9.210E-03,3.360E-01,1.235E-01,1.158E-01
-4.730E+01,1.255E-02,3.447E-01,1.248E-01,1.183E-01
-4.725E+01,7.010E-03,3.501E-01,1.130E-01,1.216E-01
-4.720E+01,2.510E-03,3.458E-01,1.130E-01,1.099E-01
-4.715E+01,1.067E-02,3.508E-01,1.149E-01,1.125E-01
-4.710E+01,7.220E-03,3.460E-01,1.183E-01,1.128E-01
-4.705E+01,6.590E-03,3.583E-01,1.130E-01,1.137E-01
-4.700E+01,1.276E-02,3.566E-01,2.934E-01,2.769E-01
-4.695E+01,2.646E-02,3.466E-01,2.799E-01,2.761E-01
-4.690E+01,1.925E-02,3.374E-01,2.719E-01,2.667E-01
-4.685E+01,2.709E-02,1.366E-01,2.736E-01,2.718E-01
-4.680E+01,1.600E-02,1.724E-01,1.402E-01,1.400E-01
-4.675E+01,1.538E-02,2.719E-01,1.594E-01,1.450E-01
-4.670E+01,1.768E-02,2.990E-01,1.538E-01,1.500E-01
-4.665E+01,9.940E-03,2.862E-01,1.524E-01,1.390E-01
-4.660E+01,9.410E-03,2.221E-01,2.502E-01,2.468E-01
-4.655E+01,1.255E-02,1.777E-01,2.512E-01,2.416E-01
-4.650E+01,1.255E-02,1.669E-01,2.482E-01,2.420E-01
-4.645E+01,1.182E-02,1.154E-01,1.610E-01,1.584E-01
-4.640E+01,1.579E-02,6.151E-02,1.408E-01,1.469E-01
-4.635E+01,2.636E-02,4.948E-02,1.512E-01,1.652E-01
-4.630E+01,1.150E-03,2.813E-01,5.136E-02,4.446E-02
-4.625E+01,8.470E-03,3.367E-01,5.272E-02,5.199E-02
-4.620E+01,2.720E-03,3.228E-01,5.617E-02,4.927E-02
-4.615E+01,7.320E-03,3.408E-01,4.927E-02,5.084E-02
-4.610E+01,6.070E-03,3.456E-01,5.565E-02,5.450E-02
-4.605E+01,6.590E-03,3.442E-01,4.895E-02,4.937E-02
-4.600E+01,9.310E-03,3.559E-01,4.990E-02,5.586E-02
-4.595E+01,9.210E-03,3.507E-01,6.088E-02,4.937E-02
-4.590E+01,1.119E-02,3.498E-01,5.785E-02,4.822E-02
-4.585E+01,7.740E-03,3.516E-01,4.937E-02,5.126E-02
-4.580E+01,1.935E-02,3.593E-01,2.804E-01,2.868E-01
-4.575E+01,2.019E-02,3.450E-01,2.699E-01,2.742E-01
-4.570E+01,2.259E-02,3.304E-01,2.756E-01,2.703E-01
-4.565E+01,2.259E-02,1.835E-01,2.673E-01,2.670E-01
-4.560E+01,1.234E-02,1.018E-01,1.928E-01,1.798E-01
-4.555E+01,1.161E-02,7.731E-02,1.857E-01,1.799E-01
-4.550E+01,7.123E-02,6.737E-02,1.319E-01,1.226E-01
-4.545E+01,5.130E-03,1.925E-01,8.839E-02,8.619E-02
-4.540E+01,-3.870E-03,1.925E-01,8.619E-02,7.971E-02
-4.535E+01,7.320E-03,2.030E-01,9.100E-02,8.190E-02
-4.530E+01,7.850E-03,9.540E-02,1.697E-01,1.750E-01
-4.525E+01,7.740E-03,5.524E-02,1.747E-01,1.699E-01
